[2026-07-30 20:57:36,710] [INFO]: [User #1] Asked: 'mujha top 10 rows ka data la ka do' on table [customers_1000__2]
[2026-07-30 21:02:10,180] [INFO]: [User #1] Asked: 'mujha top 10 rows ka data la ka do' on table [customers_1000__2]
[2026-07-30 21:14:53,107] [INFO]: [User #6] Asked: 'Show top 10 customers' on table [customers_100_u6]
[2026-07-30 21:15:18,564] [INFO]: [User #6] Asked: 'Mujhe top 50 Shroff ka data La kar do' on table [customers_100_u6]
[2026-07-30 21:15:38,351] [INFO]: [User #6] Asked: 'Ab Mujhe top 20 Roj ka data La kar do' on table [customers_100_u6]
[2026-07-30 21:16:04,139] [INFO]: [User #6] Asked: 'aap ek country Hai child Mujhe uska Sara detail La kar do' on table [customers_100_u6]
[2026-07-30 21:16:13,760] [INFO]: [User #6] Asked: 'child c h i l e' on table [customers_100_u6]
[2026-07-30 21:16:26,025] [INFO]: [User #6] Asked: 'Mujhe is country ka detail La kar do Jis country Mein c h i l i child likha hua Ho' on table [customers_100_u6]
[2026-07-30 21:16:35,970] [INFO]: [User #6] Asked: 'Achcha Mujhe top five rocks ka data La kar do' on table [customers_100_u6]
[2026-07-30 21:17:06,013] [INFO]: [User #6] Asked: 'Mujhe top five rocks ka data La kar do' on table [Ahmed_u6]
[2026-07-30 21:17:21,504] [INFO]: [User #6] Asked: 'Mujhe top five Ross ka data Lake do Roj Rol' on table [Ahmed_u6]
[2026-07-30 21:26:37,727] [INFO]: [User #6] Asked: 'Mujhe top 5500 dog ka detail La kar do' on table [customers_100__1_u6]
[2026-07-30 21:27:29,225] [INFO]: [User #6] Asked: 'Mujhe Kya Naam Hai Tum batao kaise ho' on table [Ahmed_u6]
[2026-07-30 21:27:46,846] [INFO]: [User #6] Asked: 'hello kaise ho tum yah Aaj Mera mood Achcha hai to Mujhe Kya bata sakte ho aaj main kya khaun kya pahnu aur kya Kaise khaun' on table [Ahmed_u6]
[2026-07-30 21:28:14,030] [INFO]: [User #6] Asked: 'chalo theek hai mujhe Jo Hai Tum Jo duplicate to duplicate data hai Bula kar do ismein' on table [Ahmed_u6]
[2026-07-30 21:28:40,534] [INFO]: [User #6] Asked: 'Show top 10 customers' on table [Ahmed_u6]
[2026-07-30 21:33:30,607] [INFO]: [User #1] Asked: 'mujha top 10 rows ka data la ka do' on table [customers_1000__2]
[2026-07-31 09:23:58,349] [INFO]: [User #6] Asked: 'Mujhe top 10 rocks ka data La kar do' on table [customers_100__1_u6]
[2026-07-31 09:24:33,663] [INFO]: [User #6] Asked: 'Achcha Tumne pahle Mujhe 10 rock ka detail Aage diya tha na ab Ek kam karo Mujhe Shuru ki Panch Rock ka data La kar do' on table [customers_100__1_u6]
[2026-07-31 09:24:53,931] [INFO]: [User #6] Asked: 'Mujhe Shuru ki do Roj ka data La kar do' on table [customers_100__1_u6]
[2026-07-31 09:25:44,240] [INFO]: [User #6] Asked: 'Mujhe Shuru ki do Roj ka data La kar do' on table [Data_Bleanding_File_One]
[2026-07-31 10:45:56,903] [INFO]: [User #6] Asked: 'Mujhe top 10 Roj ka detail La kar do' on table [leads_1000]
[2026-07-31 10:46:47,332] [INFO]: [User #6] Asked: 'Achcha Mera Aaj Mood bahut Achcha hai tum mujhe yah bata sakte ho Suggest kar sakte ho ki aaj main kya khaun' on table [leads_1000]
[2026-07-31 10:47:03,019] [INFO]: [User #6] Asked: 'Achcha yah batao tum kaise ho' on table [leads_1000]
[2026-07-31 10:47:28,469] [INFO]: [User #6] Asked: 'Achcha tum mujhe yah batao aaj kya karna hai' on table [leads_1000]
[2026-07-31 10:47:45,593] [INFO]: [User #6] Asked: 'Mujhe Shuru ke Panch Rock ka data La kar do' on table [leads_1000]
[2026-07-31 10:48:05,515] [INFO]: [User #6] Asked: 'give me top 15 laws data' on table [leads_1000]
[2026-07-31 10:48:23,309] [INFO]: [User #6] Asked: 'today I am free so can you tell me' on table [leads_1000]
[2026-07-31 11:02:27,425] [INFO]: [User #8] Asked: 'Show top 10 customers' on table [Ahmed_u8]
[2026-07-31 11:03:25,920] [INFO]: [User #8] Asked: 'Shuru ke 15 records La kar do' on table [Ahmed_u8]
[2026-07-31 11:09:01,878] [INFO]: [User #8] Asked: 'Show duplicates' on table [Ahmed_u8]
[2026-07-31 17:48:19,025] [INFO]: [User #8] Asked: 'Mujhe Shuru ke Panch records La kar do' on table [Ahmed_u8]
[2026-07-31 17:48:49,232] [INFO]: [User #8] Asked: 'give me more than 50 records' on table [Ahmed_u8]
[2026-07-31 20:37:32,141] [INFO]: [User #6] Asked: '"Karla Frost" Give me This leads of data' on table [Ahmer_u6]
[2026-07-31 20:37:59,417] [INFO]: [User #6] Asked: 'show top 20 records' on table [Ahmer_u6]
[2026-07-31 20:38:34,493] [INFO]: [User #6] Asked: 'give me Shepherd Leopard data' on table [Ahmer_u6]
[2026-07-31 20:38:55,991] [INFO]: [User #6] Asked: 'give me shayari McDonald's record' on table [Ahmer_u6]
[2026-07-31 20:39:14,874] [INFO]: [User #6] Asked: 'give me shayari McDonald's record' on table [Ahmer_u6]
[2026-07-31 20:39:47,038] [INFO]: [User #6] Asked: 'give me "7144141475" Phone number record' on table [Ahmer_u6]
[2026-07-31 20:41:17,683] [INFO]: [User #6] Asked: 'Generate chart' on table [Ahmer_u6]
[2026-07-31 20:41:50,051] [INFO]: [User #6] Asked: 'hey' on table [Ahmer_u6]
[2026-07-31 20:42:27,806] [INFO]: [User #6] Asked: 'mera name ahsan ha' on table [Ahmer_u6]
[2026-07-31 20:57:03,158] [INFO]: [User #6] Asked: 'show top' on table [Ahmer_u6]
[2026-07-31 20:57:06,293] [INFO]: [User #6] Asked: 'show top' on table [Ahmer_u6]
[2026-07-31 20:57:17,544] [INFO]: [User #6] Asked: 'show top' on table [Ahmer_u6]
[2026-07-31 20:57:37,435] [INFO]: [User #6] Asked: 'show top 33 records' on table [Ahmer_u6]
[2026-07-31 20:58:23,343] [INFO]: [User #6] Asked: 'hi hello' on table [Ahmer_u6]
[2026-07-31 20:58:56,016] [INFO]: [User #6] Asked: 'ok should give me like' on table [Ahmer_u6]
[2026-08-01 17:41:39,751] [INFO]: [User #6] Asked: 'give me top 10 records' on table [Ahmed_u6]
[2026-08-01 19:18:50,976] [INFO]: [User #6] Asked: 'give me top 10 records' on table [Ahmed_u6]
[2026-08-01 19:19:17,673] [INFO]: [User #6] Asked: 'hello tum kaise ho' on table [Ahmed_u6]
[2026-08-01 19:19:48,672] [INFO]: [User #6] Asked: 'give me top 25 records' on table [Ahmed_u6]
[2026-08-01 21:14:03,073] [INFO]: [User #6] Asked: 'delivered orders data' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-01 21:14:05,924] [INFO]: [User #6] Asked: 'delivered orders hai mujhe Unka detail Aata Hai' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-01 21:14:05,930] [INFO]: [User #6] Asked: 'delivered orders hai mujhe Unka detail Aata Hai' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-07 20:19:43,165] [INFO]: [User #6] Asked: 'data list' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-07 20:20:13,125] [INFO]: [User #6] Asked: 'show me undelivered order' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-07 20:20:41,180] [INFO]: [User #6] Asked: 'Show top 10 customers' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-07 20:21:20,065] [INFO]: [User #6] Asked: 'give me high delivered orders data' on table [Mastermindswear_Oder_Sheet_u6]
[2026-08-07 21:03:04,110] [INFO]: [User #6] Asked: 'give me delivered order' on table [Mastermindswear_Oder_Sheet_u6]
